#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-11-26T00:11:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bfb3a191f9bc	
#INFO	-out.max=9999	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/ApJ/801/3&tab:{J/ApJ/801/3/table1}&key:source=J/ApJ/801/3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/801/3/table1
#-order=I
#-out=KOI
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Prot
#-out=e_Prot
#-out=Rvar
#-out=LPH
#-out=w
#-out=D
#-out=N
#-out=C
#-out=G
#-out=T
#-out=F
#-out=R
#-out=M1
#-out=M2
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#
#
#RESOURCE=yCat_18010003
#Name: J/ApJ/801/3
#Title: Rotation periods for Q3-Q14 KOIs (Mazeh+, 2015)
#Table	J_ApJ_801_3_table1:
#Name: J/ApJ/801/3/table1
#Title: Stellar rotational periods for the KOIs
#Column	KOI	(I4)	[1/6249] Kepler Object of Interest identifier	[ucd=meta.id;meta.main]
#Column	KIC	(I8)	Kepler Input Catalog identifier (V/133)	[ucd=meta.id]
#Column	Teff	(I5)	[3089/10949]? KIC effective temperature (1) [NULL integer written as an empty string]	[ucd=phys.temperature.effective]
#Column	log(g)	(F6.3)	[0.03/6.1]? KIC log surface gravity (1)	[ucd=phys.gravity]
#Column	Prot	(F6.2)	[0.08/154]? Rotational period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0/73]? The 1{sigma} uncertainty in Prot	[ucd=stat.error]
#Column	Rvar	(I5)	[-9999/96819]? Amplitude of modulation (-9999 if no reliable amplitude) [NULL integer written as an empty string]	[ucd=src.var.amplitude]
#Column	LPH	(F9.6)	[0.01/1.8]? The Local Peak Height value of the autocorrelation function (ACF)	[ucd=stat.fit.param]
#Column	w	(F9.6)	[0/1]? Assigned weight (the w value); see text	[ucd=stat.weight]
#Column	D	(I1)	[0/1] "1" if Dressing & Charbonneau 2013 (J/ApJ/767/95) parameters used (1)	[ucd=meta.code]
#Column	N	(I1)	[0/1] "1" if KIC values missing, so NASA Exoplanet Archive (NEA) parameters used (1)	[ucd=meta.code]
#Column	C	(I1)	[0/1] "1" if Centroid motion shows transit and rotational modulation on different stars	[ucd=meta.code]
#Column	G	(I1)	[0/1] "1" if star is likely a giant	[ucd=meta.code]
#Column	T	(I1)	[0/1] "1" if T_eff_ outside 3500-6500K	[ucd=meta.code]
#Column	F	(I1)	[0/1] "1" if false positive (EB) identified in this work	[ucd=meta.code]
#Column	R	(I1)	[0/1] "1" if rejected by visual examination stage	[ucd=meta.code]
#Column	M1	(I1)	[0/1] "1" if inconsistent detection in different quarters	[ucd=meta.code]
#Column	M2	(I1)	[0/1] "1" if inconsistent detection with not high enough peaks	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KOI|KIC|Teff|log(g)|Prot|e_Prot|Rvar|LPH|w|D|N|C|G|T|F|R|M1|M2|Simbad|_RA|_DE
 276|11133306| 5949| 4.361| 55.45|15.33|  283| 0.427727| 0.163431|0|0|0|0|0|0|0|0|1|Simbad|289.66440|+48.70621
 277|11401755| 6250| 4.500| 17.62| 0.54|  342| 0.193473| 0.072597|0|0|0|0|0|0|0|0|1|Simbad|291.25018|+49.23183
 279|12314973| 6152| 4.268| 20.82| 0.16|  769| 0.575209| 0.324934|0|0|0|0|0|0|0|0|0|Simbad|295.48651|+51.01350
 280| 4141376| 6435| 4.224| 27.83| 1.45|  246| 0.091295| 0.005332|0|0|0|0|0|0|0|0|1|Simbad|286.68945|+39.21191
 281| 4143755| 5699| 3.892| 65.65| 6.96|  391| 0.222405| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.65500|+39.24429
 282| 5088536| 6250| 4.500| 35.82| 0.13|  501| 0.231062| 0.041477|0|0|0|0|0|0|0|0|1|Simbad|288.45065|+40.24533
 283| 5695396| 5687| 4.400| 17.43| 0.18| 2064| 0.761009| 0.504984|0|0|0|0|0|0|0|0|0|Simbad|288.53082|+40.94230
 284| 6021275| 5898| 4.129| 40.94| 7.37|  282| 0.284782| 0.083505|0|0|0|0|0|0|0|0|1|Simbad|283.23581|+41.34304
 285| 6196457| 5750| 4.000| 32.50| 3.87|  504| 0.130209| 0.040727|0|0|0|0|0|0|0|0|1|Simbad|289.08606|+41.56296
 288| 9592705| 6000| 4.000| 13.34| 0.24|  423| 0.588590| 0.417041|0|0|0|0|0|0|0|0|0|Simbad|293.71646|+46.22665
 289|10386922| 6250| 4.500| 32.44| 0.67|  695| 0.451181| 0.211387|0|0|0|0|0|0|0|0|1|Simbad|282.94565|+47.57490
 291|10933561| 5491| 4.612| 27.99| 3.40|  526| 0.177287| 0.112146|0|0|0|0|0|0|0|0|1|Simbad|297.27798|+48.32033
 292|11075737| 5780| 4.400| 19.77| 1.91|  724| 0.194352| 0.157197|0|0|0|0|0|0|0|0|1|Simbad|287.32663|+48.67343
 294|11259686| 5861| 4.455| 12.09| 0.18|  923| 0.384994| 0.271420|0|0|0|0|0|0|0|0|0|Simbad|298.26895|+48.91674
 295|11547513| 6250| 4.500| 15.75| 1.35|  929| 0.227870| 0.113282|0|0|0|0|0|0|0|0|1|Simbad|284.73904|+49.59840
 296|11802615| 5811| 4.390| 78.75| 5.12|  596| 0.270375| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.04169|+50.07538
 297|11905011| 6050| 4.266|  8.28| 0.27|  501| 0.259340| 0.184806|0|0|0|0|0|0|0|0|1|Simbad|286.24719|+50.24241
 298|12785320| 5250| 4.500| 34.22| 7.20|  957| 0.333238| 0.189815|0|0|0|0|0|0|0|0|1|Simbad|290.49426|+52.05552
 299| 2692377| 5538| 4.300| 23.00| 0.33| 3921| 0.719242| 0.454713|0|0|0|0|0|0|0|0|0|Simbad|285.66165|+37.96450
 301| 3642289| 6131| 4.336| 82.00| 6.87|  439| 0.124512| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.49512|+38.79548
 302| 3662838| 6711| 4.146|      |     |     |         |         |0|0|0|0|1|1|0|0|0|Simbad|295.60880|+38.73574
 303| 5966322| 5497| 4.497| 56.21| 3.92| 1427| 0.216900| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.67532|+41.29536
 304| 6029239| 5885| 3.984| 16.57| 0.29| 1905| 0.472466| 0.348674|0|0|0|0|0|0|0|0|0|Simbad|287.08997|+41.37388
 305| 6063220| 4782| 4.600| 29.78| 1.88| 4255| 0.633274| 0.439071|0|0|0|0|0|0|0|0|0|Simbad|297.35400|+41.30005
 306| 6071903| 5120| 4.162| 17.77| 0.07|13284| 1.257358| 0.662174|0|0|0|0|0|0|0|0|0|Simbad|299.31955|+41.38464
 307| 6289257| 6081| 4.391| 13.62| 1.60|  716| 0.273959| 0.201580|0|0|0|0|0|0|0|0|1|Simbad|293.18033|+41.61776
 308| 6291837| 6054| 4.139|  6.02| 0.02|  821| 0.292381| 0.195591|0|0|0|0|0|0|0|0|1|Simbad|293.92972|+41.60287
 312| 7050989| 6000| 4.000|  0.34| 0.00|  303| 0.198833| 0.092753|0|0|0|0|0|0|0|0|1|Simbad|296.46732|+42.59878
 313| 7419318| 5205| 4.347| 39.15| 9.97|  738| 0.299807| 0.132393|0|0|0|0|0|0|0|0|1|Simbad|282.13553|+43.03910
 314| 7603200| 3750| 4.500| 19.34| 0.00| 4763| 1.059542| 0.600493|0|0|0|0|0|0|0|0|0|Simbad|290.38150|+43.29299
 315| 7700622| 4711| 4.171| 31.63| 2.22| 2561| 0.362621| 0.245915|0|0|0|0|0|0|0|0|1|Simbad|297.27188|+43.33331
 316| 8008067| 5561| 4.324| 26.40| 5.16|  917| 0.232879| 0.156994|0|0|0|0|0|0|0|0|1|Simbad|282.39194|+43.88935
 317| 8121310| 6464| 4.059| 70.93|31.58|  625| 0.164675| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.81638|+43.99804
 318| 8156120| 6366| 4.249|  4.99| 0.04| 2881| 0.703495| 0.498648|0|0|0|0|0|0|0|0|0|Simbad|288.15399|+44.06882
 319| 8684730| 6000| 4.000| 19.65| 0.29|  518| 0.365554| 0.224479|0|0|0|0|0|0|0|0|1|Simbad|290.11752|+44.87294
 321| 8753657| 5538| 4.300| 76.54| 2.55|  391| 0.228912| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.84805|+44.96822
 323| 9139084| 5403| 4.260|  7.64| 0.00|15218| 1.378036| 0.731430|0|0|0|0|0|0|0|0|0|Simbad|284.06113|+45.50685
 327| 9881662| 6144| 4.465| 24.91| 1.37|  795| 0.274535| 0.109845|0|0|0|0|0|0|0|0|1|Simbad|287.36948|+46.76822
 330|11361646| 5749| 4.246| 25.60| 2.68| 1107| 0.159173| 0.079030|0|0|0|0|0|0|0|0|1|Simbad|296.85922|+49.16205
 331|10285631| 5335| 4.855| 16.87| 2.69| 1200| 0.069748| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.18344|+47.35876
 332|10290666| 5552| 4.732| 52.23| 3.17|  494| 0.181461| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.65094|+47.39629
 333|10337258| 6310| 4.450|  6.87| 0.15| 1806| 0.476261| 0.368653|0|0|0|0|0|0|0|0|0|Simbad|290.95792|+47.40628
 337|10545066| 5778| 4.546| 33.40| 2.37| 2060| 0.287498| 0.116591|0|0|0|0|0|0|0|0|1|Simbad|295.68481|+47.74808
 338|10552611| 4910| 4.184| 61.17| 3.44| 3573| 0.365017| 0.114171|0|0|0|0|0|0|0|0|1|Simbad|297.97089|+47.73168
 339|10587105| 6013| 4.691| 28.34| 0.79|  910| 0.359676| 0.170430|0|0|0|0|0|0|0|0|1|Simbad|285.88837|+47.88038
 341|10878263| 5425| 4.326| 18.31| 0.24|14245| 1.179884| 0.633813|0|0|0|0|0|0|0|0|0|Simbad|297.96155|+48.24436
 343|10982872| 5703| 4.448| 29.54| 2.98| 1129| 0.170602| 0.059825|0|0|0|0|0|0|0|0|1|Simbad|295.11890|+48.48128
 344|11015108| 5715| 4.343| 24.16| 0.50| 1438| 0.316567| 0.206992|0|0|0|0|0|0|0|0|1|Simbad|283.34027|+48.54904
 345|11074541| 4794| 4.104| 34.44| 0.89| 6473| 0.594966| 0.370892|0|0|0|0|0|0|0|0|0|Simbad|286.52481|+48.68360
 346|11100383| 4962| 4.387| 15.08| 0.03|14127| 1.330597| 0.707788|0|0|0|0|0|0|0|0|0|Simbad|298.66092|+48.60637
 348|11194032| 4667| 4.204| 36.89| 5.63| 4480| 0.573028| 0.347314|0|0|0|0|0|0|0|0|0|Simbad|293.68573|+48.82514
 349|11394027| 5652| 4.356| 31.07| 3.70|  827| 0.057297| 0.065963|0|0|0|0|0|0|0|0|1|Simbad|286.85266|+49.26168
 350|11395587| 5775| 4.374| 19.71| 1.95| 1888| 0.300552| 0.233002|0|0|0|0|0|0|0|0|1|Simbad|287.86142|+49.26446
 351|11442793| 6103| 4.528| 13.64| 1.18|  861| 0.090677| 0.099888|0|0|0|0|0|0|0|0|1|Simbad|284.43350|+49.30516
 352|11521793| 5714| 4.390| 41.38| 1.71|  977| 0.290452| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.06769|+49.41260
 353|11566064| 6679| 4.366|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|295.21268|+49.56218
 354|11568987| 5941| 3.895| 13.13| 2.32| 1748| 0.349472| 0.273309|0|0|0|0|0|0|0|0|0|Simbad|296.41855|+49.54010
 355|11621223| 6062| 4.472| 10.41| 0.88|  603| 0.249559| 0.200566|0|0|0|0|0|0|0|0|1|Simbad|296.56662|+49.69625
 356|11624249| 5124| 4.072| 58.31| 7.60|  892| 0.178486| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.73639|+49.63715
 361|12404954| 5706| 4.560| 24.33| 3.40| 1977| 0.226312| 0.144131|0|0|0|0|0|0|0|0|1|Simbad|289.88065|+51.27708
 364| 7296438| 5551| 4.448| 25.64| 0.77|  439| 0.747151| 0.443508|0|0|0|0|0|0|0|0|0|Simbad|295.87231|+42.88115
 365|11623629| 5451| 4.400| 33.00|10.49|  807| 0.336378| 0.183757|0|0|0|0|0|0|0|0|1|Simbad|297.48691|+49.62345
 366| 3545478| 6219| 3.600|  1.98| 0.03|  351| 0.092543| 0.055312|0|0|0|0|0|0|0|0|1|Simbad|291.66418|+38.61925
 367| 4815520| 6046| 4.334| 23.49| 2.21| 1120| 0.402278| 0.217527|0|0|0|0|0|0|0|0|1|Simbad|284.47217|+39.91181
 368| 6603043| 9034| 4.133|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|290.85458|+42.08692
 369| 7175184| 6153| 4.455|  8.12| 0.09|  435| 0.238105| 0.192101|0|0|0|0|0|0|0|0|1|Simbad|281.91568|+42.77551
 370| 8494142| 6207| 3.830| 74.93| 6.26|  367| 0.121654| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.38776|+44.52911
 371| 5652983| 4997| 3.603|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|299.67615|+40.85649
 372| 6471021| 5638| 4.500| 11.80| 0.04|10365| 1.159815| 0.674156|0|0|0|0|0|0|0|0|0|Simbad|299.12244|+41.86676
 373| 7364176| 5816| 4.258| 32.98| 9.89|  497| 0.155527| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.23492|+42.90946
 374| 8686097| 5829| 4.279| 27.66| 5.36|  289| 0.153820| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.62524|+44.87396
 375|12356617| 5692| 4.433| 32.14| 0.63|  661| 0.025178| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.20120|+51.14428
 377| 3323887| 5722| 4.778| 16.71| 0.09| 4761| 0.684144| 0.479656|0|0|0|0|0|0|0|0|0|Simbad|285.57397|+38.40090
 379| 2446113| 6203| 4.113| 34.14| 4.83| 1164| 0.199779| 0.019653|0|0|0|0|0|0|0|0|1|Simbad|292.05676|+37.77619
 384| 3353050| 5744| 4.304| 45.83| 3.77| 1141| 0.224768| 0.027454|0|0|0|0|0|0|0|0|1|Simbad|294.14966|+38.45827
 385| 3446746| 5466| 4.416| 29.56| 1.25| 1951| 0.161812| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.21509|+38.54859
 386| 3656121| 5969| 4.382| 13.85| 0.48| 1555| 0.268596| 0.224740|0|0|0|0|0|0|0|0|1|Simbad|294.11075|+38.71023
 387| 3733628| 4750| 4.500| 20.30| 0.04|17699| 1.527656| 0.685037|0|0|0|0|0|0|0|0|0|Simbad|287.21872|+38.86252
 388| 3831053| 5750| 4.000| 61.23| 2.24|  848| 0.147494| 0.002320|0|0|0|0|0|0|0|0|1|Simbad|284.70691|+38.93682
 392| 3942670| 5684| 4.280| 78.66| 6.34|  946| 0.132571| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.97577|+39.08718
 393| 3964109| 6084| 4.751|  0.14| 0.00|-9999| 0.035539| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.02911|+39.05185
 398| 9946525| 5101| 4.545| 29.04| 0.09| 8199| 0.901501| 0.501629|0|0|0|0|0|0|0|0|0|Simbad|289.78622|+46.85879
 401| 3217264| 5264| 4.180| 36.53| 6.55| 1195| 0.279227| 0.133033|0|0|0|0|0|0|0|0|1|Simbad|285.85367|+38.38412
 408| 5351250| 5631| 4.494| 17.48| 0.09|10735| 1.300281| 0.649762|0|0|0|0|0|0|0|0|0|Simbad|288.23410|+40.52090
 409| 5444548| 5709| 5.008| 20.62| 0.31|  883| 0.177104| 0.135898|0|0|0|0|0|0|0|0|1|Simbad|290.56631|+40.69204
 410| 5449777| 5968| 4.384| 63.24|23.39| 1273| 0.232149| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.24802|+40.69605
 412| 5683743| 5584| 4.275| 38.21| 8.37| 1491| 0.285881| 0.108700|0|0|0|0|0|0|0|0|1|Simbad|283.25760|+40.99050
 413| 5791986| 5236| 4.557| 23.00| 0.10| 6424| 0.936620| 0.555208|0|0|0|0|0|0|0|0|0|Simbad|292.16278|+41.02324
 415| 6289650| 5823| 4.356| 61.73| 4.35|  795| 0.147917| 0.001679|0|0|0|0|0|0|0|0|1|Simbad|293.30606|+41.60637
 416| 6508221| 5083| 4.647| 41.92| 3.77|  803| 0.065258| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.86548|+41.98908
 417| 6879865| 5635| 4.594| 11.99| 0.01| 4643| 1.145432| 0.670014|0|0|0|0|0|0|0|0|0|Simbad|296.24954|+42.33548
 419| 8219673| 5723| 4.695| 18.86| 2.14| 2358| 0.407671| 0.322824|0|0|0|0|0|0|0|0|0|Simbad|285.89124|+44.18173
 420| 8352537| 4687| 4.513| 39.66| 6.50| 2246| 0.361164| 0.209166|0|0|0|0|0|0|0|0|1|Simbad|286.11868|+44.34528
 421| 9115800| 5181| 4.317| 31.31| 2.25| 3119| 0.221794| 0.163163|0|0|0|0|0|0|0|0|1|Simbad|299.90591|+45.43968
 422| 9214713| 6002| 4.404| 94.05| 1.20| 1265| 0.209344| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.38983|+45.66533
 423| 9478990| 5992| 4.448|  4.46| 0.02| 3306| 0.944865| 0.561538|0|0|0|0|0|0|0|0|0|Simbad|296.96027|+46.03430
 426|10016874| 5796| 4.328| 28.34| 3.66| 1549| 0.176606| 0.054680|0|0|0|0|0|0|0|0|1|Simbad|294.02298|+46.99955
 427|10189546| 5293| 4.496| 25.84| 0.53| 4583| 0.412508| 0.306399|0|0|0|0|0|0|0|0|0|Simbad|283.02280|+47.26113
 428|10418224| 6127| 4.549| 14.84| 0.24| 1114| 0.348532| 0.227915|0|0|0|0|0|0|0|0|1|Simbad|296.81369|+47.52661
 429|10616679| 5093| 4.485| 22.82| 0.16| 6121| 0.649571| 0.424838|0|0|0|0|0|0|0|0|0|Simbad|297.70023|+47.86375
 430|10717241| 4124| 4.584| 15.96| 0.08| 7032| 1.159144| 0.649049|0|0|0|0|0|0|0|0|0|Simbad|285.48505|+48.05432
 431|10843590| 5249| 4.433| 28.68| 3.05| 2334| 0.221014| 0.152989|0|0|0|0|0|0|0|0|1|Simbad|282.46051|+48.25712
 432|10858832| 5830| 4.457| 18.59| 0.07| 2979| 0.757853| 0.471855|0|0|0|0|0|0|0|0|0|Simbad|290.74768|+48.24201
 433|10937029| 5237| 4.372| 29.23| 0.91| 2254| 0.315060| 0.239307|0|0|0|0|0|0|0|0|1|Simbad|298.55084|+48.33245
 435|11709124| 5709| 4.663| 60.06| 1.55| 2579| 0.294509| 0.057077|0|0|0|0|0|0|0|0|1|Simbad|289.78052|+49.89653
 438|12302530| 4351| 4.595| 26.53| 0.27| 9686| 1.128364| 0.603417|0|0|0|0|0|0|0|0|0|Simbad|288.49582|+51.08194
 440| 2438264| 4980| 4.564| 37.10| 6.33| 3746| 0.297379| 0.167987|0|0|0|0|0|0|0|0|1|Simbad|290.29651|+37.74949
 442| 3745690| 5750| 4.538| 75.74|22.62| 1693| 0.274479| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.09723|+38.87561
 443| 3833007| 5614| 4.617| 70.94| 2.97| 1019| 0.233058| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.51685|+38.93240
 444| 3847138| 5732| 4.518| 26.78| 3.94| 1666| 0.323954| 0.186483|0|0|0|0|0|0|0|0|1|Simbad|290.52942|+38.94266
 446| 4633570| 4492| 4.600| 31.33| 0.83| 2397| 0.508826| 0.350046|0|0|0|0|0|0|0|0|0|Simbad|284.03223|+39.78133
 448| 5640085| 4264| 4.546| 10.50| 0.02|14929| 1.489744| 0.761342|0|0|0|0|0|0|0|0|0|Simbad|297.07016|+40.86879
 452| 6291033| 5935| 4.409| 80.18| 4.35| 1018| 0.319142| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.70847|+41.61513
 454| 7098355| 5138| 4.569| 14.05| 2.06| 1313| 0.065156| 0.012150|0|0|0|0|0|0|0|0|1|Simbad|284.65787|+42.65268
 456| 7269974| 5644| 4.515| 77.01| 3.22| 1373| 0.376447| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.77356|+42.86928
 457| 7440748| 4931| 4.650| 27.86| 0.34| 7995| 0.936994| 0.534722|0|0|0|0|0|0|0|0|0|Simbad|290.51648|+43.08382
 458| 7504328| 5593| 4.280| 72.51| 0.62| 1704| 0.277710| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|282.88269|+43.19195
 459| 7977197| 5601| 4.428| 32.18| 0.85|  804| 0.041005| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.27890|+43.72402
 460| 8043638| 5387| 4.334| 32.98| 0.82| 1148| 0.102712| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.63684|+43.80279
 463| 8845205| 3504| 4.917| 49.43| 0.93|10845| 0.960646| 0.496924|1|0|0|0|0|0|0|0|0|Simbad|300.20609|+45.01814
 464| 8890783| 5362| 4.464| 26.22| 0.24| 4366| 0.701462| 0.441077|0|0|0|0|0|0|0|0|0|Simbad|293.74710|+45.10722
 466| 9008220| 5907| 4.896| 14.64| 0.06|10202| 1.237763| 0.640959|0|0|0|0|0|0|0|0|0|Simbad|286.15198|+45.33256
 467| 9583881| 5583| 4.539| 29.50| 2.50| 1108| 0.156537| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.11963|+46.27381
 468| 9589524| 4999| 4.499| 37.84| 3.73| 1674| 0.267664| 0.138497|0|0|0|0|0|0|0|0|1|Simbad|292.44626|+46.28977
 469| 9703198| 6005| 4.631| 18.56| 1.91| 1064| 0.100981| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.63785|+46.42147
 470| 9844088| 5542| 4.653| 19.13| 0.06| 5603| 0.803624| 0.523054|0|0|0|0|0|0|0|0|0|Simbad|296.83838|+46.62640
 471|10019643| 5548| 4.670| 31.30| 4.44| 1476| 0.230884| 0.110507|0|0|0|0|0|0|0|0|1|Simbad|295.00281|+46.98733
 473|10155434| 5379| 4.686| 41.57|14.28| 1812| 0.219071| 0.051997|0|0|0|0|0|0|0|0|1|Simbad|296.80865|+47.17194
 474|10460984| 6143| 4.468| 15.33| 0.06| 1510| 0.505063| 0.319473|0|0|0|0|0|0|0|0|0|Simbad|287.78085|+47.62991
 475|10577994| 5056| 4.540| 36.32| 9.72| 1743| 0.141475| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|280.69101|+47.80974
 476|10599206| 4993| 4.514|  8.37| 1.49| 1232| 0.042883| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.55450|+47.81448
 477|10934674| 5039| 4.513| 25.08| 0.07| 8596| 0.954152| 0.554446|0|0|0|0|0|0|0|0|0|Simbad|297.67261|+48.30231
 478|10990886| 3727| 4.375| 34.22| 0.26| 9298| 0.990295| 0.556844|0|0|0|0|0|0|0|0|0|Simbad|298.10571|+48.40115
 479|11015323| 5602| 4.528| 56.94|36.33|  925| 0.120271| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|283.50726|+48.55260
 480|11134879| 5324| 4.511| 20.68| 0.12|10080| 1.003065| 0.586859|0|0|0|0|0|0|0|0|0|Simbad|290.43759|+48.79188
 481|11192998| 5227| 4.641| 23.81| 1.56| 2088| 0.150753| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.16016|+48.88119
 483|11497977| 5410| 4.703| 91.42| 0.57| 1131| 0.196761| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.55103|+49.41874
 484|12061222| 5065| 4.759| 33.76| 0.23| 2261| 0.267778| 0.177001|0|0|0|0|0|0|0|0|1|Simbad|291.22110|+50.58130
 486|12404305| 5625| 5.000| 73.37|16.28| 1037| 0.169491| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.52115|+51.23731
 487|12834874| 5463| 4.510| 41.25|13.32| 1565| 0.124576| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.24704|+52.14913
 488| 2557816| 5488| 4.490| 50.11| 1.01| 1480| 0.225690| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.96390|+37.82971
 490| 3239945| 4781| 4.396| 77.58| 8.51| 1671| 0.270321| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.65842|+38.34539
 492| 3559935| 5373| 4.263| 29.81| 0.17| 4535| 0.466720| 0.298282|0|0|0|0|0|0|0|0|0|Simbad|295.18292|+38.65423
 494| 3966801| 4854| 4.904| 71.37| 6.14| 1799| 0.108195| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.71194|+39.07376
 496| 4454752| 5237| 4.319| 14.90| 0.00|26810| 1.359440| 0.690792|0|0|0|0|0|0|0|0|0|Simbad|288.75494|+39.56365
 497| 4757437| 6045| 4.495| 54.01| 1.79| 1079| 0.129301| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.71017|+39.82510
 499| 4847534| 5362| 4.531| 52.71| 2.60| 1034| 0.324300| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.00204|+39.95293
 500| 4852528| 4250| 4.519| 25.56| 0.14|10033| 0.894793| 0.576744|0|0|0|0|0|0|0|0|0|Simbad|296.11258|+39.97878
 501| 4951877| 5556| 4.501| 23.76| 3.59| 1989| 0.100565| 0.108531|0|0|0|0|0|0|0|0|1|Simbad|298.47321|+40.07587
 503| 5340644| 4110| 4.550| 30.58| 0.06| 5128| 0.603178| 0.414723|0|0|0|0|0|0|0|0|0|Simbad|283.49982|+40.55280
 504| 5461440| 5403| 4.754| 34.55| 6.86| 1314| 0.189066| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.43280|+40.64824
 505| 5689351| 4985| 4.242| 25.36| 0.77| 6822| 0.721937| 0.494740|0|0|0|0|0|0|0|0|0|Simbad|285.99988|+40.91932
 507| 5812960| 5117| 4.408| 12.44| 0.03|15100| 1.166685| 0.641404|0|0|0|0|0|0|0|0|0|Simbad|297.50369|+41.05702
 508| 6266741| 5497| 4.263| 75.80|30.46| 1061| 0.174401| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.52118|+41.62960
 509| 6381846| 5437| 4.565| 21.46| 0.14| 8436| 0.836817| 0.524176|0|0|0|0|0|0|0|0|0|Simbad|296.77191|+41.75554
 510| 6422155| 5355| 4.388| 23.31| 0.12| 4028| 0.658003| 0.457678|0|0|0|0|0|0|0|0|0|Simbad|283.36841|+41.82186
 511| 6451936| 5802| 4.404| 15.02| 0.60| 3101| 0.422220| 0.313086|0|0|0|0|0|0|0|0|0|Simbad|294.64670|+41.88411
 512| 6838050| 5406| 4.316| 49.85|11.93| 2147| 0.134382| 0.015370|0|0|0|0|0|0|0|0|1|Simbad|282.11133|+42.35450
 513| 6937692| 6288| 4.577|  8.35| 1.74| 1197| 0.254869| 0.208343|0|0|0|0|0|0|0|0|1|Simbad|288.23059|+42.41362
 517| 8015907| 5510| 4.314| 18.83| 0.60| 9469| 1.010180| 0.586755|0|0|0|0|0|0|0|0|0|Simbad|286.52850|+43.87340
 518| 8017703| 4822| 4.599| 43.72| 8.21| 1213| 0.378183| 0.183142|0|0|0|0|0|0|0|0|1|Simbad|287.43918|+43.83209
