#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-03-17T07:16:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6232e02624ff1c	
#INFO	-out.max=999999	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=999999
#-out.all=2
#-nav=cat:J/ApJ/743/48&tab:{J/ApJ/743/48/catalog}&key:source=J/ApJ/743/48/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/743/48/catalog
#-order=I
#-out=Name
#-out=HD
#-out=HIP
#-out=GJ
#-out=GCVS
#-out=2MASS
#-out=RAJ2000
#-out=DEJ2000
#-out=Cluster
#-out=Dist
#-out.all=2
#-out=Vmag
#-out=V-K
#-out=SpT
#-out=r_SpT
#-out=logLx
#-out=r_logLx
#-out=Prot
#-out=r_Prot
#-out=M*
#-out=R*
#-out=L*
#-out=Teff
#-out=dcz
#-out=Lx/bol
#-out.all=2
#
#
#RESOURCE=yCat_17430048
#Name: J/ApJ/743/48
#Title: Stars with rotation periods and X-ray luminosities (Wright+, 2011)
#Table	J_ApJ_743_48_catalog:
#Name: J/ApJ/743/48/catalog
#Title: Activity-rotation properties for 824 stars -- updated version by the author
#Column	Name	(a23)	Default source name (1)	[ucd=meta.id;meta.main]
#Column	HD	(I6)	? Henry Draper catalog number (Cat. III/135) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	HIP	(I6)	? Hipparcos catalog number (Cat. I/239) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	GJ	(a7)	Catalog of nearby stars source name (Cat. V/70)	[ucd=meta.id]
#Column	GCVS	(A9)	? General Catalog of Variable Stars source name (Cat. B/gcvs)	[ucd=meta.id]
#Column	2MASS	(A16)	2MASS source name (HHMMSSss+DDMMSSs; J2000 - Cat. II/246)	[ucd=meta.id]
#Column	RAJ2000	(A11)	? Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	? Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Cluster	(A8)	? Name of open cluster that star is part of (or 'Field')	[ucd=meta.id]
#Column	Dist	(F5.1)	? Distance to star (2)	[ucd=pos.distance;pos.heliocentric]
#Column	Vmag	(F5.2)	? Observed V magnitude of star	[ucd=phot.mag;em.opt.V]
#Column	V-K	(F5.2)	Dereddened V-K colour of star (3)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	SpT	(a5)	? Spectral type of star	[ucd=src.spType]
#Column	r_SpT	(A3)	? Reference for spectral type, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	logLx	(F5.2)	Logarithm of the intrinsic X-ray luminosity of the star	[ucd=phys.luminosity;em.X-ray]
#Column	r_logLx	(A3)	Reference for X-ray luminosity in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	Prot	(F5.2)	Rotation period of the star	[ucd=time.period]
#Column	r_Prot	(A4)	Reference for rotation period, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	M*	(F5.2)	Mass of the star (4)	[ucd=phys.mass]
#Column	R*	(F5.2)	Radius of the star (4)	[ucd=phys.size.radius]
#Column	L*	(F5.2)	Bolometric luminosity of the star (4)	[ucd=phys.luminosity]
#Column	Teff	(I4)	Effective temperature of the star (4)	[ucd=phys.temperature.effective]
#Column	dcz	(F5.2)	Height of the radiative-convective boundary (as a function of the stellar radius) (4)	[ucd=pos.cartesian.z]
#Column	Lx/bol	(F5.2)	Logarithm of the X-ray to bolometric luminosity	[ucd=phys.luminosity;arith.ratio]
Name|HD|HIP|GJ|GCVS|2MASS|RAJ2000|DEJ2000|Cluster|Dist|Vmag|V-K|SpT|r_SpT|logLx|r_logLx|Prot|r_Prot|M*|R*|L*|Teff|dcz|Lx/bol
                       |      |      |       |         |                |08 07 57.13|+46 22 20.3|Field   | 24.0|14.83| 4.75|     |   |28.18|V99|11.99|H11 | 0.16| 0.17| 0.00|3190| 0.00|-2.98
2MASS J08084224-4911252|      |      |       |         |08084224-4911252|08 08 42.23|-49 11 25.2|NGC2547 |407.0|14.42| 2.76|     |   |30.12|J11| 2.63|I08 | 0.89| 0.87| 0.46|4955| 0.68|-3.13
2MASS J08084386-4922097|      |      |       |         |08084386-4922097|08 08 43.86|-49 22 09.6|NGC2547 |407.0|19.64| 5.77|     |   |29.26|J11| 0.28|I08 | 0.32| 0.43| 0.03|3559| 0.00|-2.84
2MASS J08084618-4916240|      |      |       |         |08084618-4916240|08 08 46.17|-49 16 23.9|NGC2547 |407.0|17.69| 4.65|     |   |29.05|J11| 7.59|I08 | 0.55| 0.56| 0.08|3849| 0.52|-3.44
GJ GJ1108A             |      |      |GJ1108A|FP Cnc   |                |08 08 56.39|+32 49 11.8|Field   | 21.0| 9.90| 3.51|     |   |29.56|V99| 3.37|H11 | 0.66| 0.57| 0.11|4139| 0.65|-3.07
2MASS J08085758-4911261|      |      |       |         |08085758-4911261|08 08 57.58|-49 11 26.2|NGC2547 |407.0|18.39| 4.82|     |   |29.02|J11|11.56|I08 | 0.42| 0.49| 0.05|3692| 0.31|-3.26
2MASS J08090022-4920332|      |      |       |         |08090022-4920332|08 09 00.22|-49 20 33.3|NGC2547 |407.0|14.55| 2.53|     |   |30.33|J11| 5.58|I08 | 0.85| 0.83| 0.37|4754| 0.68|-2.83
2MASS J08090720-4919144|      |      |       |         |08090720-4919144|08 09 07.20|-49 19 14.5|NGC2547 |407.0|14.82| 2.72|     |   |29.77|J11| 5.26|I08 | 0.83| 0.80| 0.31|4609| 0.64|-3.31
2MASS J08090910-4922405|      |      |       |         |08090910-4922405|08 09 09.10|-49 22 40.7|NGC2547 |407.0|18.15| 5.05|     |   |29.52|J11| 1.34|I08 | 0.53| 0.55| 0.07|3815| 0.44|-2.93
2MASS J08091316-4917385|      |      |       |         |08091316-4917385|08 09 13.16|-49 17 38.5|NGC2547 |407.0|20.14| 5.49|     |   |28.79|J11| 0.60|I08 | 0.20| 0.34| 0.02|3334| 0.00|-3.01
2MASS J08091391-4913186|      |      |       |         |08091391-4913186|08 09 13.91|-49 13 18.7|NGC2547 |407.0|18.27| 4.78|     |   |29.26|J11| 1.10|I08 | 0.44| 0.50| 0.05|3713| 0.31|-3.04
2MASS J08091645-4907239|      |      |       |         |08091645-4907239|08 09 16.45|-49 07 23.9|NGC2547 |407.0|17.37| 4.72|     |   |29.44|J11| 0.75|I08 | 0.64| 0.62| 0.11|3980| 0.52|-3.21
2MASS J08091713-4925277|      |      |       |         |08091713-4925277|08 09 17.13|-49 25 27.6|NGC2547 |407.0|18.14| 4.85|     |   |29.37|J11| 0.56|I08 | 0.49| 0.52| 0.06|3767| 0.44|-3.01
2MASS J08091770-4908344|      |      |       |         |08091770-4908344|08 09 17.71|-49 08 34.5|NGC2547 |407.0|19.57| 5.58|     |   |28.85|J11| 0.41|I08 | 0.30| 0.42| 0.03|3534| 0.00|-3.21
2MASS J08092131-4905540|      |      |       |         |08092131-4905540|08 09 21.31|-49 05 54.1|NGC2547 |407.0|16.92| 4.46|     |   |29.79|J11| 5.40|I08 | 0.70| 0.67| 0.15|4091| 0.58|-2.96
2MASS J08092437-4906282|      |      |       |         |08092437-4906282|08 09 24.38|-49 06 28.3|NGC2547 |407.0|17.30| 4.36|     |   |29.33|J11| 3.44|I08 | 0.60| 0.59| 0.10|3912| 0.52|-3.24
2MASS J08092592-4909585|      |      |       |         |08092592-4909585|08 09 25.91|-49 09 58.4|NGC2547 |407.0|18.69| 5.14|     |   |29.39|J11| 0.86|I08 | 0.41| 0.48| 0.05|3685| 0.31|-2.87
2MASS J08093443-4906027|      |      |       |         |08093443-4906027|08 09 34.44|-49 06 02.6|NGC2547 |407.0|19.56| 5.56|     |   |28.87|J11| 1.49|I08 | 0.30| 0.42| 0.03|3531| 0.00|-3.19
2MASS J08093685-4914214|      |      |       |         |08093685-4914214|08 09 36.85|-49 14 21.4|NGC2547 |407.0|15.95| 4.05|     |   |29.76|J11| 6.80|I08 | 0.81| 0.79| 0.27|4507| 0.64|-3.25
2MASS J08093716-4905595|      |      |       |         |08093716-4905595|08 09 37.17|-49 05 59.4|NGC2547 |407.0|19.17| 5.09|     |   |28.72|J11| 0.80|I08 | 0.30| 0.42| 0.03|3529| 0.00|-3.33
2MASS J08093744-4902027|      |      |       |         |08093744-4902027|08 09 37.45|-49 02 02.8|NGC2547 |407.0|17.73| 4.48|     |   |29.53|J11| 1.96|I08 | 0.52| 0.54| 0.07|3802| 0.44|-2.90
2MASS J08093892-4915051|      |      |       |         |08093892-4915051|08 09 38.92|-49 15 05.1|NGC2547 |407.0|17.56| 4.75|     |   |29.40|J11| 2.22|I08 | 0.61| 0.60| 0.10|3923| 0.52|-3.18
2MASS J08093925-4928494|      |      |       |         |08093925-4928494|08 09 39.27|-49 28 49.3|NGC2547 |407.0|18.01| 4.67|     |   |29.43|J11| 1.52|I08 | 0.48| 0.52| 0.06|3762| 0.44|-2.95
2MASS J08094273-4921168|      |      |       |         |08094273-4921168|08 09 42.73|-49 21 17.0|NGC2547 |407.0|18.90| 4.95|     |   |28.75|J11| 1.25|I08 | 0.33| 0.43| 0.03|3568| 0.00|-3.36
2MASS J08094287-4903413|      |      |       |         |08094287-4903413|08 09 42.88|-49 03 41.3|NGC2547 |407.0|20.12| 6.06|     |   |28.66|J11| 1.48|I08 | 0.28| 0.40| 0.03|3490| 0.00|-3.35
2MASS J08094490-4918342|      |      |       |         |08094490-4918342|08 09 44.90|-49 18 34.2|NGC2547 |407.0|18.49| 5.17|     |   |28.93|J11| 2.41|I08 | 0.47| 0.51| 0.06|3746| 0.44|-3.42
2MASS J08094499-4906241|      |      |       |         |08094499-4906241|08 09 44.99|-49 06 24.0|NGC2547 |407.0|18.16| 5.01|     |   |29.65|J11| 1.27|I08 | 0.52| 0.54| 0.07|3802| 0.44|-2.78
2MASS J08094556-4917364|      |      |       |         |08094556-4917364|08 09 45.56|-49 17 36.5|NGC2547 |407.0|16.30| 3.91|     |   |29.30|J11| 0.27|I08 | 0.73| 0.70| 0.17|4189| 0.58|-3.52
2MASS J08094698-4913026|      |      |       |         |08094698-4913026|08 09 46.97|-49 13 02.6|NGC2547 |407.0|15.59| 3.44|     |   |30.41|J11| 0.98|I08 | 0.79| 0.77| 0.24|4441| 0.64|-2.56
2MASS J08095604-4911161|      |      |       |         |08095604-4911161|08 09 56.05|-49 11 16.2|NGC2547 |407.0|20.27| 5.57|     |   |28.63|J11| 0.61|I08 | 0.19| 0.33| 0.02|3316| 0.00|-3.15
2MASS J08095644-4922109|      |      |       |         |08095644-4922109|08 09 56.44|-49 22 11.1|NGC2547 |407.0|15.93| 3.51|     |   |29.62|J11| 5.09|I08 | 0.74| 0.71| 0.18|4232| 0.58|-3.23
2MASS J08100180-4915454|      |      |       |         |08100180-4915454|08 10 01.80|-49 15 45.4|NGC2547 |407.0|17.59| 4.46|     |   |29.54|J11| 6.47|I08 | 0.54| 0.56| 0.08|3838| 0.44|-2.94
2MASS J08100412-4915577|      |      |       |         |08100412-4915577|08 10 04.12|-49 15 57.7|NGC2547 |407.0|18.59| 4.92|     |   |28.92|J11| 1.62|I08 | 0.39| 0.47| 0.04|3662| 0.31|-3.30
2MASS J08100508-4901575|      |      |       |         |08100508-4901575|08 10 05.08|-49 01 57.6|NGC2547 |407.0|16.99| 4.08|     |   |29.09|J11| 5.86|I08 | 0.62| 0.61| 0.10|3944| 0.52|-3.51
2MASS J08100542-4907585|      |      |       |         |08100542-4907585|08 10 05.42|-49 07 58.4|NGC2547 |407.0|18.49| 4.97|     |   |29.28|J11| 0.49|I08 | 0.42| 0.49| 0.05|3698| 0.31|-3.00
2MASS J08100708-4912597|      |      |       |         |08100708-4912597|08 10 07.08|-49 12 59.7|NGC2547 |407.0|18.79| 5.04|     |   |29.50|J11| 1.56|I08 | 0.37| 0.46| 0.04|3626| 0.31|-2.69
2MASS J08100749-4910447|      |      |       |         |08100749-4910447|08 10 07.48|-49 10 44.7|NGC2547 |407.0|16.33| 3.80|     |   |29.59|J11| 1.46|I08 | 0.71| 0.68| 0.15|4124| 0.58|-3.18
2MASS J08100893-4915413|      |      |       |         |08100893-4915413|08 10 08.94|-49 15 41.3|NGC2547 |407.0|15.63| 3.29|     |   |29.66|J11| 4.41|I08 | 0.77| 0.74| 0.21|4333| 0.64|-3.25
2MASS J08101374-4917112|      |      |       |         |08101374-4917112|08 10 13.75|-49 17 11.2|NGC2547 |407.0|17.83| 4.52|     |   |29.66|J11| 1.70|I08 | 0.50| 0.53| 0.07|3784| 0.44|-2.74
2MASS J08101431-4928268|      |      |       |         |08101431-4928268|08 10 14.35|-49 28 26.5|NGC2547 |407.0|17.86| 4.66|     |   |29.31|J11| 1.22|I08 | 0.52| 0.54| 0.07|3802| 0.44|-3.12
2MASS J08101489-4902223|      |      |       |         |08101489-4902223|08 10 14.90|-49 02 22.4|NGC2547 |407.0|15.94| 3.54|     |   |29.52|J11| 0.54|I08 | 0.74| 0.71| 0.18|4236| 0.58|-3.34
2MASS J08101842-4902145|      |      |       |         |08101842-4902145|08 10 18.42|-49 02 14.6|NGC2547 |407.0|16.29| 4.07|     |   |29.85|J11| 1.82|I08 | 0.75| 0.73| 0.20|4284| 0.64|-3.03
2MASS J08101841-4926312|      |      |       |         |08101841-4926312|08 10 18.47|-49 26 30.7|NGC2547 |407.0|19.07| 5.57|     |   |29.01|J11| 0.51|I08 | 0.41| 0.48| 0.05|3684| 0.31|-3.24
2MASS J08102553-4906335|      |      |       |         |08102553-4906335|08 10 25.54|-49 06 33.4|NGC2547 |407.0|16.77| 4.02|     |   |29.30|J11| 4.70|I08 | 0.66| 0.64| 0.12|4006| 0.58|-3.38
2MASS J08102741-4920196|      |      |       |         |08102741-4920196|08 10 27.40|-49 20 19.7|NGC2547 |407.0|18.53| 4.80|     |   |29.18|J11| 2.07|I08 | 0.38| 0.47| 0.04|3645| 0.31|-3.02
2MASS J08103088-4910443|      |      |       |         |08103088-4910443|08 10 30.88|-49 10 44.4|NGC2547 |407.0|17.41| 4.37|     |   |30.01|J11| 0.51|I08 | 0.57| 0.58| 0.09|3875| 0.52|-2.52
2MASS J08103186-4921296|      |      |       |         |08103186-4921296|08 10 31.86|-49 21 29.8|NGC2547 |407.0|15.13| 3.17|     |   |29.61|J11| 0.24|I08 | 0.83| 0.80| 0.31|4610| 0.64|-3.47
2MASS J08103259-4909436|      |      |       |         |08103259-4909436|08 10 32.59|-49 09 43.4|NGC2547 |407.0|18.23| 4.55|     |   |29.14|J11|10.16|I08 | 0.41| 0.48| 0.05|3679| 0.31|-3.11
2MASS J08103549-4905001|      |      |       |         |08103549-4905001|08 10 35.49|-49 05 00.1|NGC2547 |407.0|14.78| 2.90|     |   |29.60|J11| 0.35|I08 | 0.85| 0.83| 0.36|4734| 0.64|-3.55
2MASS J08103559-4910278|      |      |       |         |08103559-4910278|08 10 35.59|-49 10 27.5|NGC2547 |407.0|15.15| 2.96|     |   |29.59|J11| 6.71|I08 | 0.81| 0.79| 0.27|4518| 0.64|-3.43
2MASS J08103571-4927495|      |      |       |         |08103571-4927495|08 10 35.70|-49 27 49.5|NGC2547 |407.0|17.18| 4.29|     |   |29.52|J11| 2.98|I08 | 0.62| 0.60| 0.10|3934| 0.52|-3.07
2MASS J08103572-4909008|      |      |       |         |08103572-4909008|08 10 35.72|-49 09 00.6|NGC2547 |407.0|15.92| 3.45|     |   |29.48|J11| 5.18|I08 | 0.74| 0.71| 0.18|4214| 0.58|-3.36
2MASS J08103735-4928104|      |      |       |         |08103735-4928104|08 10 37.34|-49 28 10.5|NGC2547 |407.0|18.16| 4.86|     |   |29.41|J11| 2.99|I08 | 0.48| 0.52| 0.06|3763| 0.44|-2.97
2MASS J08103780-4910118|      |      |       |         |08103780-4910118|08 10 37.80|-49 10 11.5|NGC2547 |407.0|19.13| 5.23|     |   |29.17|J11| 1.25|I08 | 0.33| 0.44| 0.03|3572| 0.00|-2.94
2MASS J08104061-4907055|      |      |       |         |08104061-4907055|08 10 40.61|-49 07 05.4|NGC2547 |407.0|18.74| 5.25|     |   |29.02|J11| 5.65|I08 | 0.42| 0.49| 0.05|3697| 0.31|-3.26
2MASS J08104108-4907525|      |      |       |         |08104108-4907525|08 10 41.08|-49 07 52.3|NGC2547 |407.0|18.23| 5.02|     |   |29.18|J11| 2.75|I08 | 0.50| 0.53| 0.07|3787| 0.44|-3.23
2MASS J08104235-4927530|      |      |       |         |08104235-4927530|08 10 42.35|-49 27 53.0|NGC2547 |407.0|19.50| 5.59|     |   |28.99|J11| 1.01|I08 | 0.32| 0.43| 0.03|3555| 0.00|-3.10
2MASS J08104570-4906171|      |      |       |         |08104570-4906171|08 10 45.69|-49 06 17.1|NGC2547 |407.0|16.97| 4.45|     |   |29.81|J11| 3.54|I08 | 0.69| 0.66| 0.14|4063| 0.58|-2.92
2MASS J08104793-4917078|      |      |       |         |08104793-4917078|08 10 47.93|-49 17 07.9|NGC2547 |407.0|16.96| 4.11|     |   |29.28|J11| 4.49|I08 | 0.63| 0.62| 0.11|3964| 0.52|-3.35
2MASS J08104805-4916295|      |      |       |         |08104805-4916295|08 10 48.05|-49 16 29.4|NGC2547 |407.0|19.31| 5.25|     |   |28.79|J11| 0.55|I08 | 0.30| 0.42| 0.03|3530| 0.00|-3.27
2MASS J08104835-4915249|      |      |       |         |08104835-4915249|08 10 48.36|-49 15 24.9|NGC2547 |407.0|18.31| 4.80|     |   |29.39|J11| 1.42|I08 | 0.43| 0.49| 0.05|3707| 0.31|-2.91
2MASS J08105013-4922476|      |      |       |         |08105013-4922476|08 10 50.14|-49 22 47.7|NGC2547 |407.0|18.98| 5.13|     |   |29.28|J11| 1.62|I08 | 0.34| 0.44| 0.04|3592| 0.00|-2.86
2MASS J08105354-4911429|      |      |       |         |08105354-4911429|08 10 53.54|-49 11 43.0|NGC2547 |407.0|19.63| 5.25|     |   |28.61|J11| 0.88|I08 | 0.24| 0.38| 0.02|3429| 0.00|-3.31
2MASS J08105610-4918399|      |      |       |         |08105610-4918399|08 10 56.10|-49 18 39.9|NGC2547 |407.0|17.61| 4.74|     |   |29.55|J11| 0.29|I08 | 0.59| 0.59| 0.09|3900| 0.52|-3.00
2MASS J08105917-4904277|      |      |       |         |08105917-4904277|08 10 59.17|-49 04 27.8|NGC2547 |407.0|20.10| 5.78|     |   |28.93|J11| 0.70|I08 | 0.24| 0.37| 0.02|3425| 0.00|-2.99
2MASS J08105943-4908329|      |      |       |         |08105943-4908329|08 10 59.42|-49 08 32.6|NGC2547 |407.0|18.61| 4.96|     |   |29.55|J11| 1.75|I08 | 0.40| 0.48| 0.04|3669| 0.31|-2.69
2MASS J08110699-4912236|      |      |       |         |08110699-4912236|08 11 06.98|-49 12 23.6|NGC2547 |407.0|20.28| 5.65|     |   |28.56|J11| 0.52|I08 | 0.20| 0.34| 0.02|3334| 0.00|-3.24
2MASS J08110759-4921423|      |      |       |         |08110759-4921423|08 11 07.60|-49 21 42.3|NGC2547 |407.0|17.29| 4.67|     |   |29.25|J11| 2.29|I08 | 0.65| 0.63| 0.12|3994| 0.58|-3.41
2MASS J08110933-4911533|      |      |       |         |08110933-4911533|08 11 09.32|-49 11 53.5|NGC2547 |407.0|19.17| 5.22|     |   |29.05|J11| 1.07|I08 | 0.32| 0.43| 0.03|3558| 0.00|-3.05
2MASS J08112213-4921470|      |      |       |         |08112213-4921470|08 11 22.14|-49 21 47.1|NGC2547 |407.0|16.01| 3.73|     |   |29.39|J11| 3.17|I08 | 0.75| 0.73| 0.20|4277| 0.64|-3.48
2MASS J08113107-4914105|      |      |       |         |08113107-4914105|08 11 31.07|-49 14 10.5|NGC2547 |407.0|19.86| 5.28|     |   |29.11|J11| 1.04|I08 | 0.21| 0.35| 0.02|3364| 0.00|-2.74
                       |      |      |       |         |                |08 15 49.02|+46 01 19.6|Field   | 21.0|13.24| 4.29|     |   |28.38|V99| 3.22|H11 | 0.23| 0.23| 0.01|3392| 0.00|-3.13
HD 70573               |      |      |       |         |08224994+0151335|08 22 49.95|+01 51 33.6|Field   | 67.0| 8.70| 1.51|     |   |29.64|V99| 3.30|H95 | 1.15| 1.09| 1.41|5828| 0.76|-4.08
HD 70516               | 70516|      |       |         |08241566+4456592|08 24 15.65|+44 56 58.9|Field   | 37.0| 7.71| 1.42|G0   |C18|29.24|V99| 3.97|FEPS| 1.08| 1.01| 1.04|5637| 0.76|-4.35
HD 72905               | 72905| 42438|       |pi. 1 UMa|                |08 39 11.70|+65 01 15.3|Field   | 14.0| 5.63| 1.50|G1.5b|C18|29.11|V99| 4.90|FEPS| 1.10| 1.02| 1.09|5675| 0.76|-4.51
2MASS J08391510+1943316|      |      |       |         |08391510+1943316|08 39 15.15|+19 43 31.6|Praesepe|182.0|16.96| 4.87|     |   |29.16|F03| 0.81|S11 | 0.46| 0.39| 0.03|3746| 0.54|-2.97
2MASS J08391850+1922442|      |      |       |         |08391850+1922442|08 39 18.78|+19 22 46.0|Praesepe|182.0|19.94| 4.58|M4.8 |D11|28.12|F03| 0.55|S11 | 0.12| 0.13| 0.00|2953| 0.00|-2.69
2MASS J08393042+2004087|      |      |       |         |08393042+2004087|08 39 30.51|+20 04 08.4|Praesepe|182.0|10.32| 1.29|F8   |R66|28.78|R95| 7.02|D11 | 1.26| 1.24| 2.26|6173| 0.87|-5.16
2MASS J08393175+1924176|      |      |       |         |08393175+1924176|08 39 31.84|+19 24 18.3|Praesepe|182.0|17.71| 4.91|     |   |28.65|F03| 4.29|S11 | 0.34| 0.31| 0.02|3587| 0.00|-3.19
2MASS J08394103+1959288|      |      |       |         |08394103+1959288|08 39 41.12|+19 59 28.8|Praesepe|182.0|15.29| 3.89|     |   |28.78|R95| 4.27|S11 | 0.61| 0.51| 0.08|3990| 0.61|-3.71
2MASS J08394521+2007274|      |      |       |         |08394521+2007274|08 39 45.25|+20 07 27.5|Praesepe|182.0|17.49| 5.12|     |   |28.84|R95| 5.75|S11 | 0.41| 0.36| 0.03|3682| 0.09|-3.16
2MASS J08394575+1922011|      |      |       |         |08394575+1922011|08 39 46.00|+19 22 01.5|Praesepe|182.0|10.66| 1.42|G0   |R41|29.33|F03| 5.90|D11 | 1.19| 1.15| 1.67|5969| 0.81|-4.48
2MASS J08394730+1939344|      |      |       |         |08394730+1939344|08 39 47.25|+19 39 34.9|Praesepe|182.0|17.96| 4.98|     |   |28.36|F03| 1.67|S11 | 0.32| 0.29| 0.02|3549| 0.00|-3.40
VXR 12                 |      |      |       |V0364 Vel|08395305-5257569|08 39 53.09|-52 57 59.0|IC2391  |144.0|11.86| 2.04|     |   |29.62|P03| 3.86|P03 | 0.89| 0.81| 0.42|4997| 0.70|-3.58
2MASS J08395441+1927372|      |      |       |         |08395441+1927372|08 39 54.52|+19 27 37.9|Praesepe|182.0|18.42| 4.98|     |   |28.18|F03| 1.28|S11 | 0.26| 0.25| 0.01|3448| 0.00|-3.41
2MASS J08400416+1924502|      |      |       |         |08400416+1924502|08 40 04.26|+19 24 51.0|Praesepe|182.0|18.02| 4.97|     |   |28.68|F03| 2.65|S11 | 0.31| 0.29| 0.01|3538| 0.00|-3.06
2MASS J08400571+1901307|      |      |       |         |08400571+1901307|08 40 05.71|+19 01 30.4|Praesepe|182.0|12.62| 2.53|     |   |29.92|R95| 4.80|D11 | 0.90| 0.80| 0.41|5013| 0.70|-3.28
VXR 14                 |      |      |       |V0365 Vel|08400624-5338069|08 40 06.23|-53 38 06.9|IC2391  |144.0|10.45| 1.52|     |   |30.16|P03| 1.32|P03 | 1.16| 1.08| 1.36|5826| 0.81|-3.56
2MASS J08401345+1946436|      |      |       |         |08401345+1946436|08 40 13.47|+19 46 42.9|Praesepe|182.0|13.19| 2.47|     |   |29.08|R95| 5.68|S11 | 0.80| 0.72| 0.24|4634| 0.68|-3.89
2MASS J08402554+1928328|      |      |       |         |08402554+1928328|08 40 25.60|+19 28 33.7|Praesepe|182.0| 9.89| 1.07|F4.8 |D11|29.10|F03|13.15|D11 | 1.36| 1.37| 3.29|6459| 0.93|-5.01
2MASS J08403347+1938009|      |      |       |         |08403347+1938009|08 40 33.37|+19 38 02.7|Praesepe|182.0|12.20| 1.95|     |   |28.66|F03| 9.34|D11 | 0.93| 0.84| 0.50|5125| 0.70|-4.62
2MASS J08404426+2028187|      |      |       |         |08404426+2028187|08 40 44.34|+20 28 18.2|Praesepe|182.0|13.93| 3.45|     |   |28.95|R95| 4.27|D11 | 0.77| 0.69| 0.21|4522| 0.68|-3.95
2MASS J08412446+2007495|      |      |       |         |08412446+2007495|08 41 24.54|+20 07 49.0|Praesepe|182.0|16.46| 4.74|     |   |28.90|R95| 1.37|S11 | 0.52| 0.44| 0.05|3840| 0.54|-3.38
VXR 35a                |      |      |       |V0366 Vel|08412588-5322415|08 41 25.88|-53 22 41.6|IC2391  |144.0|12.56| 2.84|     |   |30.10|P03| 0.53|P03 | 0.82| 0.77| 0.30|4725| 0.67|-2.96
2MASS J08412602+1959151|      |      |       |         |08412602+1959151|08 41 25.99|+19 59 13.9|Praesepe|182.0|18.23| 5.08|     |   |29.25|R95| 4.46|S11 | 0.29| 0.27| 0.01|3513| 0.00|-2.44
2MASS J08413070+1852188|      |      |       |         |08413070+1852188|08 41 30.77|+18 52 18.6|Praesepe|182.0|12.97| 2.74|     |   |29.57|R95| 2.43|D11 | 0.85| 0.76| 0.32|4815| 0.68|-3.52
VXR 38a                |      |      |       |V0367 Vel|08413966-5259340|08 41 39.70|-52 59 34.1|IC2391  |144.0|13.36| 3.37|     |   |29.63|P03| 2.78|P03 | 0.74| 0.70| 0.20|4375| 0.61|-3.25
2MASS J08414368+1957437|      |      |       |         |08414368+1957437|08 41 43.75|+19 57 42.9|Praesepe|182.0|12.35| 2.01|     |   |28.84|R95| 9.15|D11 | 0.91| 0.81| 0.44|5048| 0.70|-4.38
VXR 41                 |      |      |       |         |08415784-5252139|08 41 57.89|-52 52 17.0|IC2391  |144.0|13.57| 3.27|     |   |29.65|P03| 5.80|P03 | 0.71| 0.66| 0.16|4208| 0.61|-3.13
VXR 42a                |      |      |       |         |                |08 42 04.93|-52 53 54.0|IC2391  |144.0|15.88| 4.71|     |   |29.34|P03| 1.81|P03 | 0.46| 0.47| 0.05|3742| 0.48|-2.94
VXR 45a                |      |      |       |V0370 Vel|08421476-5256024|08 42 14.76|-52 56 02.5|IC2391  |144.0|10.70| 2.02|     |   |30.09|P03| 0.22|P03 | 1.13| 1.04| 1.20|5744| 1.00|-3.58
VXR 47                 |      |      |       |V0371 Vel|08421855-5301569|08 42 18.56|-53 01 56.9|IC2391  |144.0|13.96| 4.04|     |   |29.56|P03| 0.26|P03 | 0.73| 0.69| 0.18|4319| 0.61|-3.29
2MASS J08425228+1951460|      |      |       |         |08425228+1951460|08 42 52.27|+19 51 46.1|Praesepe|182.0|16.99| 4.70|     |   |28.95|R95| 3.97|S11 | 0.43| 0.37| 0.03|3708| 0.09|-3.11
VXR 62a                |      |      |       |V0374 Vel|08432928-5241284|08 43 29.29|-52 41 28.4|IC2391  |144.0|11.73| 2.20|     |   |30.03|P03| 0.50|P03 | 0.93| 0.84| 0.50|5125| 0.70|-3.25
VXR 70                 |      |      |       |V0376 Vel|08440521-5253171|08 44 05.19|-52 53 17.2|IC2391  |144.0|10.85| 1.66|     |   |29.83|P03| 2.67|P03 | 1.08| 0.98| 0.95|5596| 1.00|-3.73
